order_item_id,so_number,item_number,product_id,product_name,category,quantity,unit,unit_price,discount_pct,line_total
SO-4500075-02,SO-4500075,0020,MAT004,Apple MacBook Air M2,Laptops,14,EA,114000,2,1564080.0
SO-4500075-03,SO-4500075,0030,MAT015,Corsair Mechanical Keyboard,Peripherals,3,EA,6500,8,17940.0
SO-4500075-04,SO-4500075,0040,MAT019,D-Link 24-Port Patch Panel,Networking,9,EA,5500,5,47025.0
SO-4500075-05,SO-4500075,0050,MAT018,Jabra Evolve2 Headset,Peripherals,20,EA,8500,8,156400.0
SO-4500076-01,SO-4500076,0010,MAT013,APC 1500VA UPS,Power,8,EA,18000,5,136800.0
SO-4500076-02,SO-4500076,0020,MAT011,Seagate 4TB External HDD,Storage,8,EA,7500,0,60000.0
SO-4500076-03,SO-4500076,0030,MAT016,Lenovo ThinkCentre Desktop,Desktops,14,EA,52000,0,728000.0
SO-4500076-04,SO-4500076,0040,MAT002,HP EliteBook 840 G10,Laptops,4,EA,85000,8,312800.0
SO-4500076-05,SO-4500076,0050,MAT003,Lenovo ThinkPad E14,Laptops,6,EA,68000,5,387600.0
SO-4500077-01,SO-4500077,0010,MAT010,Canon ImageRunner 2625i,Printers,12,EA,55000,5,627000.0
SO-4500078-01,SO-4500078,0010,MAT019,D-Link 24-Port Patch Panel,Networking,3,EA,5500,10,14850.0
SO-4500078-02,SO-4500078,0020,MAT006,"LG 24"" Full HD Monitor",Monitors,13,EA,14000,10,163800.0
SO-4500078-03,SO-4500078,0030,MAT020,Microsoft Office 365 (1 Year),Software,8,LIC,4200,8,30912.0
SO-4500078-04,SO-4500078,0040,MAT018,Jabra Evolve2 Headset,Peripherals,19,EA,8500,2,158270.0
SO-4500079-01,SO-4500079,0010,MAT009,HP LaserJet Pro M404dn,Printers,18,EA,22000,2,388080.0
SO-4500079-02,SO-4500079,0020,MAT001,Dell Latitude 5540 Laptop,Laptops,3,EA,72000,8,198720.0
SO-4500079-03,SO-4500079,0030,MAT015,Corsair Mechanical Keyboard,Peripherals,12,EA,6500,10,70200.0
SO-4500079-04,SO-4500079,0040,MAT010,Canon ImageRunner 2625i,Printers,10,EA,55000,8,506000.0
SO-4500080-01,SO-4500080,0010,MAT013,APC 1500VA UPS,Power,4,EA,18000,2,70560.0
SO-4500080-02,SO-4500080,0020,MAT016,Lenovo ThinkCentre Desktop,Desktops,13,EA,52000,10,608400.0
SO-4500081-01,SO-4500081,0010,MAT001,Dell Latitude 5540 Laptop,Laptops,1,EA,72000,10,64800.0
SO-4500081-02,SO-4500081,0020,MAT013,APC 1500VA UPS,Power,2,EA,18000,10,32400.0
SO-4500081-03,SO-4500081,0030,MAT009,HP LaserJet Pro M404dn,Printers,16,EA,22000,5,334400.0
SO-4500082-01,SO-4500082,0010,MAT007,Cisco Catalyst 2960 Switch,Networking,5,EA,45000,0,225000.0
SO-4500082-02,SO-4500082,0020,MAT009,HP LaserJet Pro M404dn,Printers,2,EA,22000,5,41800.0
SO-4500083-01,SO-4500083,0010,MAT003,Lenovo ThinkPad E14,Laptops,11,EA,68000,8,688160.0
SO-4500083-02,SO-4500083,0020,MAT010,Canon ImageRunner 2625i,Printers,6,EA,55000,2,323400.0
SO-4500084-01,SO-4500084,0010,MAT017,Dell OptiPlex 5000 Desktop,Desktops,6,EA,48000,5,273600.0
SO-4500084-02,SO-4500084,0020,MAT020,Microsoft Office 365 (1 Year),Software,16,LIC,4200,5,63840.0
SO-4500084-03,SO-4500084,0030,MAT009,HP LaserJet Pro M404dn,Printers,11,EA,22000,0,242000.0
SO-4500085-01,SO-4500085,0010,MAT013,APC 1500VA UPS,Power,12,EA,18000,0,216000.0
SO-4500085-02,SO-4500085,0020,MAT018,Jabra Evolve2 Headset,Peripherals,13,EA,8500,0,110500.0
SO-4500086-01,SO-4500086,0010,MAT009,HP LaserJet Pro M404dn,Printers,12,EA,22000,0,264000.0
SO-4500086-02,SO-4500086,0020,MAT019,D-Link 24-Port Patch Panel,Networking,8,EA,5500,8,40480.0
SO-4500086-03,SO-4500086,0030,MAT013,APC 1500VA UPS,Power,1,EA,18000,10,16200.0
SO-4500087-01,SO-4500087,0010,MAT003,Lenovo ThinkPad E14,Laptops,10,EA,68000,8,625600.0
SO-4500087-02,SO-4500087,0020,MAT015,Corsair Mechanical Keyboard,Peripherals,4,EA,6500,2,25480.0
SO-4500088-01,SO-4500088,0010,MAT004,Apple MacBook Air M2,Laptops,13,EA,114000,8,1363440.0
SO-4500088-02,SO-4500088,0020,MAT020,Microsoft Office 365 (1 Year),Software,12,LIC,4200,10,45360.0
SO-4500088-03,SO-4500088,0030,MAT008,TP-Link WiFi 6 Router,Networking,14,EA,12000,10,151200.0
SO-4500088-04,SO-4500088,0040,MAT005,"Samsung 27"" 4K Monitor",Monitors,5,EA,28000,8,128800.0
SO-4500089-01,SO-4500089,0010,MAT009,HP LaserJet Pro M404dn,Printers,15,EA,22000,8,303600.0
SO-4500089-02,SO-4500089,0020,MAT002,HP EliteBook 840 G10,Laptops,8,EA,85000,5,646000.0
SO-4500089-03,SO-4500089,0030,MAT012,Samsung 1TB NVMe SSD,Storage,4,EA,9500,5,36100.0
SO-4500089-04,SO-4500089,0040,MAT007,Cisco Catalyst 2960 Switch,Networking,18,EA,45000,5,769500.0
SO-4500090-01,SO-4500090,0010,MAT015,Corsair Mechanical Keyboard,Peripherals,3,EA,6500,2,19110.0
SO-4500091-01,SO-4500091,0010,MAT008,TP-Link WiFi 6 Router,Networking,3,EA,12000,10,32400.0
SO-4500091-02,SO-4500091,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,7,EA,28000,10,176400.0
SO-4500091-03,SO-4500091,0030,MAT007,Cisco Catalyst 2960 Switch,Networking,7,EA,45000,2,308700.0
SO-4500092-01,SO-4500092,0010,MAT001,Dell Latitude 5540 Laptop,Laptops,6,EA,72000,0,432000.0
SO-4500092-02,SO-4500092,0020,MAT009,HP LaserJet Pro M404dn,Printers,1,EA,22000,2,21560.0
SO-4500092-03,SO-4500092,0030,MAT005,"Samsung 27"" 4K Monitor",Monitors,1,EA,28000,5,26600.0
SO-4500092-04,SO-4500092,0040,MAT018,Jabra Evolve2 Headset,Peripherals,8,EA,8500,10,61200.0
SO-4500092-05,SO-4500092,0050,MAT019,D-Link 24-Port Patch Panel,Networking,11,EA,5500,0,60500.0
SO-4500093-01,SO-4500093,0010,MAT017,Dell OptiPlex 5000 Desktop,Desktops,15,EA,48000,5,684000.0
SO-4500093-02,SO-4500093,0020,MAT004,Apple MacBook Air M2,Laptops,17,EA,114000,10,1744200.0
SO-4500093-03,SO-4500093,0030,MAT003,Lenovo ThinkPad E14,Laptops,4,EA,68000,8,250240.0
SO-4500093-04,SO-4500093,0040,MAT016,Lenovo ThinkCentre Desktop,Desktops,17,EA,52000,2,866320.0
SO-4500094-01,SO-4500094,0010,MAT010,Canon ImageRunner 2625i,Printers,13,EA,55000,8,657800.0
SO-4500094-02,SO-4500094,0020,MAT015,Corsair Mechanical Keyboard,Peripherals,4,EA,6500,8,23920.0
SO-4500094-03,SO-4500094,0030,MAT001,Dell Latitude 5540 Laptop,Laptops,15,EA,72000,0,1080000.0
SO-4500094-04,SO-4500094,0040,MAT002,HP EliteBook 840 G10,Laptops,3,EA,85000,5,242250.0
SO-4500094-05,SO-4500094,0050,MAT016,Lenovo ThinkCentre Desktop,Desktops,20,EA,52000,2,1019200.0
SO-4500095-01,SO-4500095,0010,MAT018,Jabra Evolve2 Headset,Peripherals,15,EA,8500,10,114750.0
SO-4500095-02,SO-4500095,0020,MAT011,Seagate 4TB External HDD,Storage,20,EA,7500,8,138000.0
SO-4500095-03,SO-4500095,0030,MAT013,APC 1500VA UPS,Power,4,EA,18000,0,72000.0
SO-4500095-04,SO-4500095,0040,MAT017,Dell OptiPlex 5000 Desktop,Desktops,18,EA,48000,2,846720.0
SO-4500095-05,SO-4500095,0050,MAT010,Canon ImageRunner 2625i,Printers,14,EA,55000,8,708400.0
SO-4500096-01,SO-4500096,0010,MAT013,APC 1500VA UPS,Power,14,EA,18000,5,239400.0
SO-4500096-02,SO-4500096,0020,MAT014,Logitech MX Master 3 Mouse,Peripherals,9,EA,4200,5,35910.0
SO-4500096-03,SO-4500096,0030,MAT004,Apple MacBook Air M2,Laptops,5,EA,114000,8,524400.0
SO-4500096-04,SO-4500096,0040,MAT011,Seagate 4TB External HDD,Storage,3,EA,7500,0,22500.0
SO-4500097-01,SO-4500097,0010,MAT005,"Samsung 27"" 4K Monitor",Monitors,19,EA,28000,10,478800.0
SO-4500097-02,SO-4500097,0020,MAT018,Jabra Evolve2 Headset,Peripherals,18,EA,8500,5,145350.0
SO-4500097-03,SO-4500097,0030,MAT002,HP EliteBook 840 G10,Laptops,4,EA,85000,8,312800.0
SO-4500098-01,SO-4500098,0010,MAT002,HP EliteBook 840 G10,Laptops,4,EA,85000,10,306000.0
SO-4500098-02,SO-4500098,0020,MAT010,Canon ImageRunner 2625i,Printers,17,EA,55000,2,916300.0
SO-4500098-03,SO-4500098,0030,MAT019,D-Link 24-Port Patch Panel,Networking,5,EA,5500,8,25300.0
SO-4500098-04,SO-4500098,0040,MAT012,Samsung 1TB NVMe SSD,Storage,8,EA,9500,0,76000.0
SO-4500099-01,SO-4500099,0010,MAT009,HP LaserJet Pro M404dn,Printers,19,EA,22000,2,409640.0
SO-4500100-01,SO-4500100,0010,MAT020,Microsoft Office 365 (1 Year),Software,6,LIC,4200,5,23940.0
SO-4500100-02,SO-4500100,0020,MAT018,Jabra Evolve2 Headset,Peripherals,10,EA,8500,5,80750.0
SO-4500100-03,SO-4500100,0030,MAT001,Dell Latitude 5540 Laptop,Laptops,12,EA,72000,0,864000.0
SO-4500100-04,SO-4500100,0040,MAT009,HP LaserJet Pro M404dn,Printers,6,EA,22000,2,129360.0
SO-4500100-05,SO-4500100,0050,MAT019,D-Link 24-Port Patch Panel,Networking,19,EA,5500,8,96140.0
SO-4500101-01,SO-4500101,0010,MAT003,Lenovo ThinkPad E14,Laptops,17,EA,68000,2,1132880.0
SO-4500102-01,SO-4500102,0010,MAT012,Samsung 1TB NVMe SSD,Storage,11,EA,9500,10,94050.0
SO-4500102-02,SO-4500102,0020,MAT010,Canon ImageRunner 2625i,Printers,20,EA,55000,0,1100000.0
SO-4500103-01,SO-4500103,0010,MAT002,HP EliteBook 840 G10,Laptops,16,EA,85000,10,1224000.0
SO-4500103-02,SO-4500103,0020,MAT003,Lenovo ThinkPad E14,Laptops,15,EA,68000,8,938400.0
SO-4500103-03,SO-4500103,0030,MAT009,HP LaserJet Pro M404dn,Printers,9,EA,22000,2,194040.0
SO-4500103-04,SO-4500103,0040,MAT015,Corsair Mechanical Keyboard,Peripherals,17,EA,6500,0,110500.0
SO-4500103-05,SO-4500103,0050,MAT014,Logitech MX Master 3 Mouse,Peripherals,12,EA,4200,8,46368.0
SO-4500104-01,SO-4500104,0010,MAT016,Lenovo ThinkCentre Desktop,Desktops,13,EA,52000,10,608400.0
SO-4500104-02,SO-4500104,0020,MAT017,Dell OptiPlex 5000 Desktop,Desktops,2,EA,48000,0,96000.0
SO-4500104-03,SO-4500104,0030,MAT010,Canon ImageRunner 2625i,Printers,7,EA,55000,5,365750.0
SO-4500104-04,SO-4500104,0040,MAT002,HP EliteBook 840 G10,Laptops,7,EA,85000,2,583100.0
SO-4500104-05,SO-4500104,0050,MAT008,TP-Link WiFi 6 Router,Networking,9,EA,12000,5,102600.0
SO-4500105-01,SO-4500105,0010,MAT006,"LG 24"" Full HD Monitor",Monitors,17,EA,14000,10,214200.0
SO-4500105-02,SO-4500105,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,12,EA,28000,0,336000.0
SO-4500105-03,SO-4500105,0030,MAT013,APC 1500VA UPS,Power,13,EA,18000,0,234000.0
SO-4500105-04,SO-4500105,0040,MAT008,TP-Link WiFi 6 Router,Networking,14,EA,12000,0,168000.0
SO-4500106-01,SO-4500106,0010,MAT014,Logitech MX Master 3 Mouse,Peripherals,4,EA,4200,8,15456.0
SO-4500106-02,SO-4500106,0020,MAT019,D-Link 24-Port Patch Panel,Networking,1,EA,5500,5,5225.0
SO-4500106-03,SO-4500106,0030,MAT013,APC 1500VA UPS,Power,6,EA,18000,10,97200.0
SO-4500106-04,SO-4500106,0040,MAT020,Microsoft Office 365 (1 Year),Software,15,LIC,4200,5,59850.0
SO-4500106-05,SO-4500106,0050,MAT010,Canon ImageRunner 2625i,Printers,3,EA,55000,8,151800.0
SO-4500107-01,SO-4500107,0010,MAT017,Dell OptiPlex 5000 Desktop,Desktops,11,EA,48000,2,517440.0
SO-4500107-02,SO-4500107,0020,MAT003,Lenovo ThinkPad E14,Laptops,11,EA,68000,2,733040.0
SO-4500107-03,SO-4500107,0030,MAT013,APC 1500VA UPS,Power,3,EA,18000,10,48600.0
SO-4500107-04,SO-4500107,0040,MAT010,Canon ImageRunner 2625i,Printers,4,EA,55000,10,198000.0
SO-4500108-01,SO-4500108,0010,MAT012,Samsung 1TB NVMe SSD,Storage,4,EA,9500,2,37240.0
SO-4500108-02,SO-4500108,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,9,EA,28000,2,246960.0
SO-4500108-03,SO-4500108,0030,MAT008,TP-Link WiFi 6 Router,Networking,6,EA,12000,10,64800.0
SO-4500109-01,SO-4500109,0010,MAT006,"LG 24"" Full HD Monitor",Monitors,16,EA,14000,8,206080.0
SO-4500110-01,SO-4500110,0010,MAT020,Microsoft Office 365 (1 Year),Software,3,LIC,4200,8,11592.0
SO-4500110-02,SO-4500110,0020,MAT011,Seagate 4TB External HDD,Storage,15,EA,7500,5,106875.0
SO-4500110-03,SO-4500110,0030,MAT019,D-Link 24-Port Patch Panel,Networking,9,EA,5500,10,44550.0
SO-4500110-04,SO-4500110,0040,MAT005,"Samsung 27"" 4K Monitor",Monitors,2,EA,28000,5,53200.0
SO-4500110-05,SO-4500110,0050,MAT015,Corsair Mechanical Keyboard,Peripherals,17,EA,6500,0,110500.0
SO-4500111-01,SO-4500111,0010,MAT012,Samsung 1TB NVMe SSD,Storage,10,EA,9500,0,95000.0
SO-4500112-01,SO-4500112,0010,MAT015,Corsair Mechanical Keyboard,Peripherals,15,EA,6500,10,87750.0
SO-4500112-02,SO-4500112,0020,MAT019,D-Link 24-Port Patch Panel,Networking,7,EA,5500,5,36575.0
SO-4500112-03,SO-4500112,0030,MAT018,Jabra Evolve2 Headset,Peripherals,20,EA,8500,8,156400.0
SO-4500112-04,SO-4500112,0040,MAT002,HP EliteBook 840 G10,Laptops,17,EA,85000,2,1416100.0
SO-4500113-01,SO-4500113,0010,MAT003,Lenovo ThinkPad E14,Laptops,2,EA,68000,2,133280.0
SO-4500113-02,SO-4500113,0020,MAT017,Dell OptiPlex 5000 Desktop,Desktops,15,EA,48000,8,662400.0
SO-4500113-03,SO-4500113,0030,MAT006,"LG 24"" Full HD Monitor",Monitors,17,EA,14000,10,214200.0
SO-4500114-01,SO-4500114,0010,MAT013,APC 1500VA UPS,Power,20,EA,18000,0,360000.0
SO-4500114-02,SO-4500114,0020,MAT014,Logitech MX Master 3 Mouse,Peripherals,11,EA,4200,0,46200.0
SO-4500114-03,SO-4500114,0030,MAT011,Seagate 4TB External HDD,Storage,11,EA,7500,0,82500.0
SO-4500115-01,SO-4500115,0010,MAT020,Microsoft Office 365 (1 Year),Software,3,LIC,4200,10,11340.0
SO-4500115-02,SO-4500115,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,5,EA,28000,5,133000.0
SO-4500115-03,SO-4500115,0030,MAT011,Seagate 4TB External HDD,Storage,10,EA,7500,8,69000.0
SO-4500116-01,SO-4500116,0010,MAT010,Canon ImageRunner 2625i,Printers,18,EA,55000,8,910800.0
SO-4500117-01,SO-4500117,0010,MAT003,Lenovo ThinkPad E14,Laptops,12,EA,68000,5,775200.0
SO-4500117-02,SO-4500117,0020,MAT014,Logitech MX Master 3 Mouse,Peripherals,6,EA,4200,2,24696.0
SO-4500117-03,SO-4500117,0030,MAT017,Dell OptiPlex 5000 Desktop,Desktops,11,EA,48000,8,485760.0
SO-4500117-04,SO-4500117,0040,MAT012,Samsung 1TB NVMe SSD,Storage,7,EA,9500,2,65170.0
SO-4500117-05,SO-4500117,0050,MAT001,Dell Latitude 5540 Laptop,Laptops,5,EA,72000,2,352800.0
SO-4500118-01,SO-4500118,0010,MAT017,Dell OptiPlex 5000 Desktop,Desktops,18,EA,48000,10,777600.0
SO-4500119-01,SO-4500119,0010,MAT005,"Samsung 27"" 4K Monitor",Monitors,20,EA,28000,2,548800.0
SO-4500119-02,SO-4500119,0020,MAT013,APC 1500VA UPS,Power,15,EA,18000,0,270000.0
SO-4500119-03,SO-4500119,0030,MAT020,Microsoft Office 365 (1 Year),Software,14,LIC,4200,5,55860.0
SO-4500119-04,SO-4500119,0040,MAT006,"LG 24"" Full HD Monitor",Monitors,8,EA,14000,8,103040.0
SO-4500119-05,SO-4500119,0050,MAT017,Dell OptiPlex 5000 Desktop,Desktops,20,EA,48000,5,912000.0
SO-4500120-01,SO-4500120,0010,MAT016,Lenovo ThinkCentre Desktop,Desktops,19,EA,52000,8,908960.0
SO-4500120-02,SO-4500120,0020,MAT007,Cisco Catalyst 2960 Switch,Networking,15,EA,45000,5,641250.0
SO-4500120-03,SO-4500120,0030,MAT012,Samsung 1TB NVMe SSD,Storage,13,EA,9500,10,111150.0
SO-4500121-01,SO-4500121,0010,MAT020,Microsoft Office 365 (1 Year),Software,9,LIC,4200,0,37800.0
SO-4500121-02,SO-4500121,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,16,EA,28000,5,425600.0
SO-4500122-01,SO-4500122,0010,MAT004,Apple MacBook Air M2,Laptops,15,EA,114000,10,1539000.0
SO-4500122-02,SO-4500122,0020,MAT010,Canon ImageRunner 2625i,Printers,5,EA,55000,8,253000.0
SO-4500122-03,SO-4500122,0030,MAT003,Lenovo ThinkPad E14,Laptops,3,EA,68000,2,199920.0
SO-4500122-04,SO-4500122,0040,MAT006,"LG 24"" Full HD Monitor",Monitors,15,EA,14000,5,199500.0
SO-4500122-05,SO-4500122,0050,MAT009,HP LaserJet Pro M404dn,Printers,1,EA,22000,8,20240.0
SO-4500123-01,SO-4500123,0010,MAT013,APC 1500VA UPS,Power,12,EA,18000,2,211680.0
SO-4500123-02,SO-4500123,0020,MAT003,Lenovo ThinkPad E14,Laptops,1,EA,68000,5,64600.0
SO-4500124-01,SO-4500124,0010,MAT005,"Samsung 27"" 4K Monitor",Monitors,10,EA,28000,8,257600.0
SO-4500124-02,SO-4500124,0020,MAT020,Microsoft Office 365 (1 Year),Software,5,LIC,4200,8,19320.0
SO-4500124-03,SO-4500124,0030,MAT002,HP EliteBook 840 G10,Laptops,15,EA,85000,10,1147500.0
SO-4500125-01,SO-4500125,0010,MAT005,"Samsung 27"" 4K Monitor",Monitors,20,EA,28000,10,504000.0
SO-4500125-02,SO-4500125,0020,MAT018,Jabra Evolve2 Headset,Peripherals,14,EA,8500,0,119000.0
SO-4500126-01,SO-4500126,0010,MAT008,TP-Link WiFi 6 Router,Networking,14,EA,12000,10,151200.0
SO-4500127-01,SO-4500127,0010,MAT020,Microsoft Office 365 (1 Year),Software,19,LIC,4200,2,78204.0
SO-4500127-02,SO-4500127,0020,MAT018,Jabra Evolve2 Headset,Peripherals,5,EA,8500,5,40375.0
SO-4500127-03,SO-4500127,0030,MAT001,Dell Latitude 5540 Laptop,Laptops,14,EA,72000,0,1008000.0
SO-4500127-04,SO-4500127,0040,MAT017,Dell OptiPlex 5000 Desktop,Desktops,20,EA,48000,5,912000.0
SO-4500128-01,SO-4500128,0010,MAT017,Dell OptiPlex 5000 Desktop,Desktops,12,EA,48000,0,576000.0
SO-4500129-01,SO-4500129,0010,MAT018,Jabra Evolve2 Headset,Peripherals,13,EA,8500,5,104975.0
SO-4500129-02,SO-4500129,0020,MAT001,Dell Latitude 5540 Laptop,Laptops,9,EA,72000,0,648000.0
SO-4500129-03,SO-4500129,0030,MAT013,APC 1500VA UPS,Power,12,EA,18000,0,216000.0
SO-4500129-04,SO-4500129,0040,MAT016,Lenovo ThinkCentre Desktop,Desktops,12,EA,52000,2,611520.0
SO-4500129-05,SO-4500129,0050,MAT002,HP EliteBook 840 G10,Laptops,4,EA,85000,10,306000.0
SO-4500130-01,SO-4500130,0010,MAT011,Seagate 4TB External HDD,Storage,5,EA,7500,0,37500.0
SO-4500130-02,SO-4500130,0020,MAT006,"LG 24"" Full HD Monitor",Monitors,15,EA,14000,0,210000.0
SO-4500130-03,SO-4500130,0030,MAT015,Corsair Mechanical Keyboard,Peripherals,10,EA,6500,2,63700.0
SO-4500130-04,SO-4500130,0040,MAT016,Lenovo ThinkCentre Desktop,Desktops,2,EA,52000,2,101920.0
SO-4500130-05,SO-4500130,0050,MAT019,D-Link 24-Port Patch Panel,Networking,2,EA,5500,5,10450.0
SO-4500131-01,SO-4500131,0010,MAT016,Lenovo ThinkCentre Desktop,Desktops,12,EA,52000,0,624000.0
SO-4500131-02,SO-4500131,0020,MAT009,HP LaserJet Pro M404dn,Printers,11,EA,22000,5,229900.0
SO-4500131-03,SO-4500131,0030,MAT002,HP EliteBook 840 G10,Laptops,4,EA,85000,5,323000.0
SO-4500131-04,SO-4500131,0040,MAT007,Cisco Catalyst 2960 Switch,Networking,14,EA,45000,8,579600.0
SO-4500131-05,SO-4500131,0050,MAT010,Canon ImageRunner 2625i,Printers,15,EA,55000,8,759000.0
SO-4500132-01,SO-4500132,0010,MAT012,Samsung 1TB NVMe SSD,Storage,14,EA,9500,0,133000.0
SO-4500132-02,SO-4500132,0020,MAT017,Dell OptiPlex 5000 Desktop,Desktops,14,EA,48000,10,604800.0
SO-4500132-03,SO-4500132,0030,MAT009,HP LaserJet Pro M404dn,Printers,6,EA,22000,10,118800.0
SO-4500132-04,SO-4500132,0040,MAT003,Lenovo ThinkPad E14,Laptops,10,EA,68000,5,646000.0
SO-4500133-01,SO-4500133,0010,MAT010,Canon ImageRunner 2625i,Printers,6,EA,55000,8,303600.0
SO-4500133-02,SO-4500133,0020,MAT015,Corsair Mechanical Keyboard,Peripherals,12,EA,6500,8,71760.0
SO-4500133-03,SO-4500133,0030,MAT014,Logitech MX Master 3 Mouse,Peripherals,2,EA,4200,5,7980.0
SO-4500134-01,SO-4500134,0010,MAT003,Lenovo ThinkPad E14,Laptops,13,EA,68000,5,839800.0
SO-4500135-01,SO-4500135,0010,MAT001,Dell Latitude 5540 Laptop,Laptops,20,EA,72000,8,1324800.0
SO-4500135-02,SO-4500135,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,2,EA,28000,2,54880.0
SO-4500136-01,SO-4500136,0010,MAT012,Samsung 1TB NVMe SSD,Storage,20,EA,9500,2,186200.0
SO-4500136-02,SO-4500136,0020,MAT013,APC 1500VA UPS,Power,15,EA,18000,5,256500.0
SO-4500136-03,SO-4500136,0030,MAT002,HP EliteBook 840 G10,Laptops,12,EA,85000,8,938400.0
SO-4500137-01,SO-4500137,0010,MAT013,APC 1500VA UPS,Power,8,EA,18000,0,144000.0
SO-4500137-02,SO-4500137,0020,MAT011,Seagate 4TB External HDD,Storage,1,EA,7500,2,7350.0
SO-4500137-03,SO-4500137,0030,MAT009,HP LaserJet Pro M404dn,Printers,16,EA,22000,10,316800.0
SO-4500138-01,SO-4500138,0010,MAT015,Corsair Mechanical Keyboard,Peripherals,16,EA,6500,2,101920.0
SO-4500138-02,SO-4500138,0020,MAT007,Cisco Catalyst 2960 Switch,Networking,4,EA,45000,2,176400.0
SO-4500138-03,SO-4500138,0030,MAT010,Canon ImageRunner 2625i,Printers,3,EA,55000,8,151800.0
SO-4500139-01,SO-4500139,0010,MAT011,Seagate 4TB External HDD,Storage,12,EA,7500,0,90000.0
SO-4500140-01,SO-4500140,0010,MAT006,"LG 24"" Full HD Monitor",Monitors,17,EA,14000,2,233240.0
SO-4500140-02,SO-4500140,0020,MAT020,Microsoft Office 365 (1 Year),Software,4,LIC,4200,2,16464.0
SO-4500140-03,SO-4500140,0030,MAT012,Samsung 1TB NVMe SSD,Storage,5,EA,9500,2,46550.0
SO-4500141-01,SO-4500141,0010,MAT012,Samsung 1TB NVMe SSD,Storage,3,EA,9500,5,27075.0
SO-4500141-02,SO-4500141,0020,MAT015,Corsair Mechanical Keyboard,Peripherals,13,EA,6500,8,77740.0
SO-4500141-03,SO-4500141,0030,MAT018,Jabra Evolve2 Headset,Peripherals,17,EA,8500,8,132940.0
SO-4500141-04,SO-4500141,0040,MAT005,"Samsung 27"" 4K Monitor",Monitors,14,EA,28000,10,352800.0
SO-4500141-05,SO-4500141,0050,MAT003,Lenovo ThinkPad E14,Laptops,3,EA,68000,2,199920.0
SO-4500142-01,SO-4500142,0010,MAT017,Dell OptiPlex 5000 Desktop,Desktops,5,EA,48000,8,220800.0
SO-4500142-02,SO-4500142,0020,MAT012,Samsung 1TB NVMe SSD,Storage,17,EA,9500,0,161500.0
SO-4500142-03,SO-4500142,0030,MAT005,"Samsung 27"" 4K Monitor",Monitors,4,EA,28000,10,100800.0
SO-4500142-04,SO-4500142,0040,MAT006,"LG 24"" Full HD Monitor",Monitors,5,EA,14000,5,66500.0
SO-4500143-01,SO-4500143,0010,MAT012,Samsung 1TB NVMe SSD,Storage,10,EA,9500,0,95000.0
SO-4500143-02,SO-4500143,0020,MAT017,Dell OptiPlex 5000 Desktop,Desktops,9,EA,48000,2,423360.0
SO-4500144-01,SO-4500144,0010,MAT020,Microsoft Office 365 (1 Year),Software,17,LIC,4200,2,69972.0
SO-4500144-02,SO-4500144,0020,MAT018,Jabra Evolve2 Headset,Peripherals,19,EA,8500,10,145350.0
SO-4500144-03,SO-4500144,0030,MAT003,Lenovo ThinkPad E14,Laptops,5,EA,68000,2,333200.0
SO-4500145-01,SO-4500145,0010,MAT019,D-Link 24-Port Patch Panel,Networking,3,EA,5500,0,16500.0
SO-4500145-02,SO-4500145,0020,MAT002,HP EliteBook 840 G10,Laptops,19,EA,85000,5,1534250.0
SO-4500145-03,SO-4500145,0030,MAT001,Dell Latitude 5540 Laptop,Laptops,7,EA,72000,10,453600.0
SO-4500146-01,SO-4500146,0010,MAT018,Jabra Evolve2 Headset,Peripherals,8,EA,8500,8,62560.0
SO-4500146-02,SO-4500146,0020,MAT010,Canon ImageRunner 2625i,Printers,10,EA,55000,8,506000.0
SO-4500146-03,SO-4500146,0030,MAT019,D-Link 24-Port Patch Panel,Networking,3,EA,5500,0,16500.0
SO-4500146-04,SO-4500146,0040,MAT016,Lenovo ThinkCentre Desktop,Desktops,6,EA,52000,8,287040.0
SO-4500147-01,SO-4500147,0010,MAT020,Microsoft Office 365 (1 Year),Software,11,LIC,4200,5,43890.0
SO-4500147-02,SO-4500147,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,13,EA,28000,2,356720.0
SO-4500147-03,SO-4500147,0030,MAT011,Seagate 4TB External HDD,Storage,12,EA,7500,10,81000.0
SO-4500148-01,SO-4500148,0010,MAT004,Apple MacBook Air M2,Laptops,5,EA,114000,0,570000.0
SO-4500148-02,SO-4500148,0020,MAT009,HP LaserJet Pro M404dn,Printers,2,EA,22000,5,41800.0
SO-4500148-03,SO-4500148,0030,MAT015,Corsair Mechanical Keyboard,Peripherals,13,EA,6500,10,76050.0
SO-4500148-04,SO-4500148,0040,MAT008,TP-Link WiFi 6 Router,Networking,14,EA,12000,2,164640.0
SO-4500149-01,SO-4500149,0010,MAT011,Seagate 4TB External HDD,Storage,16,EA,7500,5,114000.0
SO-4500149-02,SO-4500149,0020,MAT007,Cisco Catalyst 2960 Switch,Networking,16,EA,45000,0,720000.0
